Entity,Code,Year,"Physicians (per 1,000 people) (per 1,000 people)"
Sao Tome and Principe,STP,1960,0.3
Sao Tome and Principe,STP,1970,0.233
Sao Tome and Principe,STP,1980,0.438
Sao Tome and Principe,STP,1981,0.419
Sao Tome and Principe,STP,1983,0.537
Sao Tome and Principe,STP,1989,0.546
Sao Tome and Principe,STP,1990,0.53
Sao Tome and Principe,STP,1992,0.328
Sao Tome and Principe,STP,1996,0.467
Sao Tome and Principe,STP,2004,0.541
Saudi Arabia,SAU,1960,0.061
Saudi Arabia,SAU,1965,0.106
Saudi Arabia,SAU,1970,0.134
Saudi Arabia,SAU,1981,0.55
Saudi Arabia,SAU,1986,1.346
Saudi Arabia,SAU,1990,1.433
Saudi Arabia,SAU,1993,1.335
Saudi Arabia,SAU,1997,1.66
Saudi Arabia,SAU,2000,0.699
Saudi Arabia,SAU,2001,0.657
Saudi Arabia,SAU,2004,1.37
Saudi Arabia,SAU,2007,1.622
Saudi Arabia,SAU,2008,1.997
Saudi Arabia,SAU,2009,2.017
Saudi Arabia,SAU,2010,2.35
Saudi Arabia,SAU,2011,2.416
Saudi Arabia,SAU,2012,2.425
Saudi Arabia,SAU,2014,2.568
Senegal,SEN,1960,0.044
Senegal,SEN,1965,0.051
Senegal,SEN,1970,0.063
Senegal,SEN,1975,0.061
Senegal,SEN,1981,0.079
Senegal,SEN,1982,0.077
Senegal,SEN,1990,0.055
Senegal,SEN,1992,0.068
Senegal,SEN,1994,0.096
Senegal,SEN,1995,0.075
Senegal,SEN,1996,0.093
Senegal,SEN,1997,0.093
Senegal,SEN,1998,0.095
Senegal,SEN,2004,0.054
Senegal,SEN,2008,0.061
Senegal,SEN,2010,0.059
Senegal,SEN,2016,0.068
Serbia,SRB,2006,1.99
Serbia,SRB,2007,2.035
Serbia,SRB,2009,2.292
Serbia,SRB,2010,2.463
Serbia,SRB,2011,2.484
Serbia,SRB,2012,2.484
Serbia,SRB,2013,2.489
Serbia,SRB,2014,2.463
Seychelles,SYC,1960,0.312
Seychelles,SYC,1970,0.224
Seychelles,SYC,1975,0.218
Seychelles,SYC,1983,0.407
Seychelles,SYC,1985,0.445
Seychelles,SYC,1993,1.027
Seychelles,SYC,1996,1.324
Seychelles,SYC,2004,1.385
Seychelles,SYC,2005,1.172
Seychelles,SYC,2006,0.834
Seychelles,SYC,2007,1.002
Seychelles,SYC,2008,0.764
Seychelles,SYC,2009,1.115
Seychelles,SYC,2010,1.074
Seychelles,SYC,2011,1.141
Seychelles,SYC,2012,0.984
Sierra Leone,SLE,1960,0.047
Sierra Leone,SLE,1965,0.059
Sierra Leone,SLE,1970,0.056
Sierra Leone,SLE,1975,0.054
Sierra Leone,SLE,1980,0.058
Sierra Leone,SLE,1981,0.053
Sierra Leone,SLE,1984,0.075
Sierra Leone,SLE,1996,0.073
Sierra Leone,SLE,2004,0.034
Sierra Leone,SLE,2008,0.017
Sierra Leone,SLE,2010,0.024
Singapore,SGP,1960,0.42
Singapore,SGP,1965,0.526
Singapore,SGP,1970,0.657
Singapore,SGP,1975,0.667
Singapore,SGP,1980,0.851
Singapore,SGP,1981,0.877
Singapore,SGP,1985,0.998
Singapore,SGP,1986,0.723
Singapore,SGP,1988,1.111
Singapore,SGP,1990,1.266
Singapore,SGP,1991,1.32
Singapore,SGP,1992,1.348
Singapore,SGP,1993,1.385
Singapore,SGP,1994,1.411
Singapore,SGP,1998,1.627
Singapore,SGP,1999,1.393
Singapore,SGP,2001,1.428
Singapore,SGP,2003,1.5
Singapore,SGP,2004,1.484
Singapore,SGP,2005,1.501
Singapore,SGP,2006,1.502
Singapore,SGP,2007,1.56
Singapore,SGP,2008,1.617
Singapore,SGP,2009,1.676
Singapore,SGP,2010,1.736
Singapore,SGP,2011,1.747
Singapore,SGP,2012,1.82
Singapore,SGP,2013,1.913
Singapore,SGP,2016,2.276
Slovakia,SVK,2000,3.2
Slovakia,SVK,2001,3.1
Slovakia,SVK,2002,3.1
Slovakia,SVK,2003,3.179
Slovakia,SVK,2004,3.12
Slovakia,SVK,2007,3.005
Slovakia,SVK,2009,3.295
Slovakia,SVK,2013,3.387
Slovakia,SVK,2015,3.45
Slovenia,SVN,1980,1.771
Slovenia,SVN,1982,1.843
Slovenia,SVN,1984,1.861
Slovenia,SVN,1985,1.879
Slovenia,SVN,1986,1.882
Slovenia,SVN,1987,2.004
Slovenia,SVN,1988,2.024
Slovenia,SVN,1989,2.063
Slovenia,SVN,1990,1.99
Slovenia,SVN,1991,2.079
Slovenia,SVN,1992,2.091
Slovenia,SVN,1993,2.03
Slovenia,SVN,1994,2.19
Slovenia,SVN,1995,2.121
Slovenia,SVN,1996,2.135
Slovenia,SVN,1997,2.147
Slovenia,SVN,1998,2.178
Slovenia,SVN,1999,2.135
Slovenia,SVN,2000,2.17
Slovenia,SVN,2001,2.194
Slovenia,SVN,2002,2.253
Slovenia,SVN,2005,2.4
Slovenia,SVN,2006,2.424
Slovenia,SVN,2008,2.473
Slovenia,SVN,2010,2.426
Slovenia,SVN,2011,2.487
Slovenia,SVN,2012,2.534
Slovenia,SVN,2013,2.623
Slovenia,SVN,2014,2.765
Slovenia,SVN,2015,2.82
Small states,,1990,0.75469892989222
Small states,,2013,1.0153716868675
Solomon Islands,SLB,1960,0.186
Solomon Islands,SLB,1970,0.205
Solomon Islands,SLB,1986,0.135
Solomon Islands,SLB,1989,0.152
Solomon Islands,SLB,1992,0.157
Solomon Islands,SLB,1995,0.14
Solomon Islands,SLB,1999,0.135
Solomon Islands,SLB,2003,0.134
Solomon Islands,SLB,2005,0.19
Solomon Islands,SLB,2008,0.177
Solomon Islands,SLB,2010,0.224
Solomon Islands,SLB,2011,0.203
Solomon Islands,SLB,2012,0.157
Solomon Islands,SLB,2013,0.191
Somalia,SOM,1960,0.024
Somalia,SOM,1965,0.027
Somalia,SOM,1970,0.037
Somalia,SOM,1975,0.038
Somalia,SOM,1980,0.046
Somalia,SOM,1981,0.041
Somalia,SOM,1984,0.071
Somalia,SOM,1993,0.042
Somalia,SOM,1997,0.04
Somalia,SOM,2006,0.035
Somalia,SOM,2010,0.035
Somalia,SOM,2014,0.029
South Africa,ZAF,1965,0.488
South Africa,ZAF,1975,0.539
South Africa,ZAF,1978,0.551
South Africa,ZAF,1987,0.613
South Africa,ZAF,1992,0.624
South Africa,ZAF,1996,0.593
South Africa,ZAF,2004,0.731
South Africa,ZAF,2010,0.728
South Africa,ZAF,2011,0.715
South Africa,ZAF,2012,0.725
South Africa,ZAF,2013,0.742
South Africa,ZAF,2014,0.756
South Africa,ZAF,2015,0.767
South Africa,ZAF,2016,0.818
South Asia,,1990,1.00552621927036
South Asia,,2000,0.499323923088279
South Asia,,2013,0.745712250335423
South Asia (IDA & IBRD),,1990,1.00552621927036
South Asia (IDA & IBRD),,2000,0.499323923088279
South Asia (IDA & IBRD),,2013,0.745712250335423
South Korea,KOR,1981,0.5
South Korea,KOR,1982,0.5
South Korea,KOR,1983,0.5
South Korea,KOR,1984,0.6
South Korea,KOR,1985,0.6
South Korea,KOR,1986,0.6
South Korea,KOR,1987,0.7
South Korea,KOR,1988,0.7
South Korea,KOR,1989,0.8
South Korea,KOR,1990,0.8
South Korea,KOR,1991,0.9
South Korea,KOR,1992,1
South Korea,KOR,1993,1
South Korea,KOR,1994,1.1
South Korea,KOR,1995,1.1
South Korea,KOR,1996,1.2
South Korea,KOR,1997,1.2
South Korea,KOR,1998,1.3
South Korea,KOR,1999,1.3
South Korea,KOR,2000,1.3
South Korea,KOR,2001,1.4
South Korea,KOR,2002,1.5
South Korea,KOR,2003,1.573
South Korea,KOR,2004,1.733
South Korea,KOR,2005,1.793
South Korea,KOR,2006,1.842
South Korea,KOR,2007,1.898
South Korea,KOR,2008,1.96
South Korea,KOR,2009,2.017
South Korea,KOR,2010,2.002
South Korea,KOR,2011,2.054
South Korea,KOR,2012,2.099
South Korea,KOR,2013,2.185
South Korea,KOR,2014,2.231
South Korea,KOR,2015,2.273
South Korea,KOR,2016,2.326
Spain,ESP,1990,3.795
Spain,ESP,1991,3.902
Spain,ESP,1992,3.962
Spain,ESP,1993,4.031
Spain,ESP,1994,4.089
Spain,ESP,1995,4.09
Spain,ESP,1996,4.152
Spain,ESP,1997,4.206
Spain,ESP,1998,4.271
Spain,ESP,1999,4.33
Spain,ESP,2000,4.393
Spain,ESP,2001,4.376
Spain,ESP,2002,4.446
Spain,ESP,2003,4.489
Spain,ESP,2004,4.51
Spain,ESP,2005,4.541
Spain,ESP,2006,4.56
Spain,ESP,2007,4.603
Spain,ESP,2008,4.67
Spain,ESP,2009,4.731
Spain,ESP,2010,3.756
Spain,ESP,2011,3.838
Spain,ESP,2012,3.835
Spain,ESP,2013,3.824
Spain,ESP,2014,3.819
Spain,ESP,2015,3.872
Sri Lanka,LKA,1960,0.223
Sri Lanka,LKA,1965,0.172
Sri Lanka,LKA,1970,0.169
Sri Lanka,LKA,1975,0.169
Sri Lanka,LKA,1980,0.139
Sri Lanka,LKA,1981,0.134
Sri Lanka,LKA,1982,0.134
Sri Lanka,LKA,1985,0.181
Sri Lanka,LKA,1986,0.138
Sri Lanka,LKA,1989,0.146
Sri Lanka,LKA,1991,0.139
Sri Lanka,LKA,1992,0.165
Sri Lanka,LKA,1993,0.207
Sri Lanka,LKA,1994,0.185
Sri Lanka,LKA,1995,0.222
Sri Lanka,LKA,1996,0.278
Sri Lanka,LKA,1997,0.305
Sri Lanka,LKA,1998,0.346
Sri Lanka,LKA,1999,0.375
Sri Lanka,LKA,2000,0.424
Sri Lanka,LKA,2001,0.443
Sri Lanka,LKA,2004,0.541
Sri Lanka,LKA,2005,0.522
Sri Lanka,LKA,2006,0.523
Sri Lanka,LKA,2007,0.556
Sri Lanka,LKA,2008,0.626
Sri Lanka,LKA,2009,0.684
Sri Lanka,LKA,2010,0.726
Sri Lanka,LKA,2015,0.881
Sub-Saharan Africa,,1990,0.137420626440237
Sub-Saharan Africa,,2000,0.122786279573365
Sub-Saharan Africa,,2013,0.193216275180392
Sub-Saharan Africa (IDA & IBRD),,1990,0.137420626440237
Sub-Saharan Africa (IDA & IBRD),,2000,0.122786279573365
Sub-Saharan Africa (IDA & IBRD),,2013,0.193216275180392
Sub-Saharan Africa (excluding high income),,1990,0.137420626440237
Sub-Saharan Africa (excluding high income),,2000,0.122786279573365
Sub-Saharan Africa (excluding high income),,2013,0.193139218198804
Sudan,SDN,1960,0.03
Sudan,SDN,1965,0.041
Sudan,SDN,1970,0.068
Sudan,SDN,1975,0.068
Sudan,SDN,1980,0.11
Sudan,SDN,1981,0.101
Sudan,SDN,1984,0.096
Sudan,SDN,1986,0.09
Sudan,SDN,1994,0.105
Sudan,SDN,1996,0.09
Sudan,SDN,2000,0.158
Sudan,SDN,2004,0.242
Sudan,SDN,2006,0.338
Sudan,SDN,2007,0.337
Sudan,SDN,2008,0.314
Sudan,SDN,2010,0.28
Suriname,SUR,1960,0.51
Suriname,SUR,1970,0.465
Suriname,SUR,1984,0.791
Suriname,SUR,1990,0.75
Suriname,SUR,1993,0.762
Suriname,SUR,1995,0.75
Suriname,SUR,1996,0.252
Suriname,SUR,2000,0.397
Suriname,SUR,2004,0.817
Swaziland,SWZ,1960,0.104
Swaziland,SWZ,1970,0.124
Swaziland,SWZ,1983,0.053
Swaziland,SWZ,1990,0.108
Swaziland,SWZ,1996,0.151
Swaziland,SWZ,2001,0.167
Swaziland,SWZ,2003,0.147
Swaziland,SWZ,2004,0.156
Swaziland,SWZ,2009,0.147
Sweden,SWE,1960,1
Sweden,SWE,1961,1
Sweden,SWE,1962,1
Sweden,SWE,1963,1
Sweden,SWE,1964,1.1
Sweden,SWE,1965,1.1
Sweden,SWE,1966,1.1
Sweden,SWE,1967,1.2
Sweden,SWE,1968,1.2
Sweden,SWE,1969,1.3
Sweden,SWE,1970,1.3
Sweden,SWE,1971,1.4
Sweden,SWE,1972,1.5
Sweden,SWE,1973,1.5
Sweden,SWE,1974,1.6
Sweden,SWE,1975,1.7
Sweden,SWE,1976,1.8
Sweden,SWE,1977,1.9
Sweden,SWE,1978,2
Sweden,SWE,1979,2
Sweden,SWE,1980,2.2
Sweden,SWE,1981,2.3
Sweden,SWE,1982,2.3
Sweden,SWE,1983,2.4
Sweden,SWE,1984,2.6
Sweden,SWE,1985,2.6
Sweden,SWE,1986,2.8
Sweden,SWE,1987,2.8
Sweden,SWE,1988,2.8
Sweden,SWE,1989,2.8
Sweden,SWE,1990,2.9
Sweden,SWE,1992,2.7
Sweden,SWE,1993,2.7
Sweden,SWE,1994,2.8
Sweden,SWE,1995,2.9
Sweden,SWE,1996,2.9
Sweden,SWE,1997,2.9
Sweden,SWE,1998,3
Sweden,SWE,1999,3
Sweden,SWE,2000,3.1
Sweden,SWE,2001,3.2
Sweden,SWE,2002,3.284
Sweden,SWE,2004,3.28
Sweden,SWE,2006,3.583
Sweden,SWE,2007,3.244
Sweden,SWE,2008,3.77
Sweden,SWE,2009,3.868
Sweden,SWE,2010,3.893
Sweden,SWE,2011,3.963
Sweden,SWE,2012,4.038
Sweden,SWE,2013,4.119
Sweden,SWE,2014,4.188
Switzerland,CHE,1960,1.4
Switzerland,CHE,1961,1.4
Switzerland,CHE,1962,1.4
Switzerland,CHE,1963,1.4
Switzerland,CHE,1964,1.4
Switzerland,CHE,1965,1.4
Switzerland,CHE,1966,1.4
Switzerland,CHE,1967,1.4
Switzerland,CHE,1968,1.4
Switzerland,CHE,1969,1.5
Switzerland,CHE,1970,1.5
Switzerland,CHE,1971,1.6
Switzerland,CHE,1972,1.6
Switzerland,CHE,1973,1.7
Switzerland,CHE,1974,1.8
Switzerland,CHE,1975,1.9
Switzerland,CHE,1976,2
Switzerland,CHE,1977,2.1
Switzerland,CHE,1978,2.2
Switzerland,CHE,1979,2.4
Switzerland,CHE,1980,2.5
Switzerland,CHE,1981,2.6
Switzerland,CHE,1982,2.6
Switzerland,CHE,1983,2.6
Switzerland,CHE,1984,2.6
Switzerland,CHE,1985,2.7
Switzerland,CHE,1986,2.8
Switzerland,CHE,1987,2.9
Switzerland,CHE,1988,3
Switzerland,CHE,1989,2.9
Switzerland,CHE,1990,3
Switzerland,CHE,1991,3
Switzerland,CHE,1992,3
Switzerland,CHE,1993,3.1
Switzerland,CHE,1994,3.1
Switzerland,CHE,1995,3.2
Switzerland,CHE,1996,3.2
Switzerland,CHE,1997,3.3
Switzerland,CHE,1998,3.3
Switzerland,CHE,1999,3.4
Switzerland,CHE,2000,3.5
Switzerland,CHE,2001,3.5
Switzerland,CHE,2002,3.615
Switzerland,CHE,2006,3.97
Switzerland,CHE,2010,3.806
Switzerland,CHE,2011,3.826
Switzerland,CHE,2012,3.903
Switzerland,CHE,2013,4.025
Switzerland,CHE,2014,4.114
Switzerland,CHE,2015,4.189
Switzerland,CHE,2016,4.248
Syrian Arab Republic,,1960,0.216
Syrian Arab Republic,,1965,0.185
Syrian Arab Republic,,1970,0.259
Syrian Arab Republic,,1975,0.256
Syrian Arab Republic,,1980,0.446
Syrian Arab Republic,,1981,0.463
Syrian Arab Republic,,1986,0.807
Syrian Arab Republic,,1987,0.783
Syrian Arab Republic,,1989,0.863
Syrian Arab Republic,,1990,0.835
Syrian Arab Republic,,1997,1.299
Syrian Arab Republic,,1998,1.342
Syrian Arab Republic,,1999,1.339
Syrian Arab Republic,,2000,1.37
Syrian Arab Republic,,2001,1.399
Syrian Arab Republic,,2002,1.475
Syrian Arab Republic,,2003,1.414
Syrian Arab Republic,,2004,1.465
Syrian Arab Republic,,2005,1.558
Syrian Arab Republic,,2006,0.53
Syrian Arab Republic,,2007,1.523
Syrian Arab Republic,,2008,1.528
Syrian Arab Republic,,2009,1.455
Syrian Arab Republic,,2010,1.505
Syrian Arab Republic,,2014,1.546
Tajikistan,TJK,1985,2.527
Tajikistan,TJK,1986,2.556
Tajikistan,TJK,1987,2.582
Tajikistan,TJK,1988,2.697
Tajikistan,TJK,1989,2.678
Tajikistan,TJK,1990,2.551
Tajikistan,TJK,1991,2.614
Tajikistan,TJK,1992,2.266
Tajikistan,TJK,1993,2.177
Tajikistan,TJK,1994,2.254
Tajikistan,TJK,1995,2.136
Tajikistan,TJK,1996,2.086
Tajikistan,TJK,1997,2.023
Tajikistan,TJK,1998,2.088
Tajikistan,TJK,1999,2.127
Tajikistan,TJK,2000,2.182
Tajikistan,TJK,2001,2.134
Tajikistan,TJK,2002,2.047
Tajikistan,TJK,2003,1.942
Tajikistan,TJK,2004,1.95
Tajikistan,TJK,2005,1.95
Tajikistan,TJK,2006,1.909
Tajikistan,TJK,2007,1.886
Tajikistan,TJK,2008,1.917
Tajikistan,TJK,2010,1.685
Tajikistan,TJK,2011,1.708
Tajikistan,TJK,2012,1.715
Tajikistan,TJK,2013,1.698
Tajikistan,TJK,2014,1.714
Tanzania,TZA,1960,0.055
Tanzania,TZA,1961,0.04
Tanzania,TZA,1965,0.045
Tanzania,TZA,1970,0.044
Tanzania,TZA,1975,0.044
Tanzania,TZA,1984,0.039
Tanzania,TZA,1985,0.035
Tanzania,TZA,1987,0.039
Tanzania,TZA,1994,0.042
Tanzania,TZA,1995,0.041
Tanzania,TZA,2002,0.023
Tanzania,TZA,2010,0.008
Tanzania,TZA,2012,0.03
Tanzania,TZA,2014,0.022
Thailand,THA,1960,0.129
Thailand,THA,1965,0.14
Thailand,THA,1970,0.121
Thailand,THA,1975,0.119
Thailand,THA,1980,0.147
Thailand,THA,1981,0.146
Thailand,THA,1983,0.16
Thailand,THA,1984,0.16
Thailand,THA,1985,0.169
Thailand,THA,1986,0.182
Thailand,THA,1987,0.181
Thailand,THA,1988,0.21
Thailand,THA,1989,0.233
Thailand,THA,1990,0.225
Thailand,THA,1991,0.224
Thailand,THA,1992,0.234
Thailand,THA,1993,0.234
Thailand,THA,1994,0.238
Thailand,THA,1995,0.239
Thailand,THA,1996,0.269
Thailand,THA,1997,0.274
Thailand,THA,1998,0.293
Thailand,THA,1999,0.293
Thailand,THA,2000,0.368
Thailand,THA,2001,0.299
Thailand,THA,2002,0.296
Thailand,THA,2003,0.277
Thailand,THA,2004,0.289
Thailand,THA,2005,0.293
Thailand,THA,2006,0.286
Thailand,THA,2007,0.295
Thailand,THA,2008,0.317
Thailand,THA,2009,0.34
Thailand,THA,2010,0.394
Thailand,THA,2015,0.47
Timor,TLS,2004,0.082
Timor,TLS,2007,0.034
Timor,TLS,2008,0.037
Timor,TLS,2009,0.044
Timor,TLS,2010,0.079
Timor,TLS,2011,0.078
Togo,TGO,1960,0.021
Togo,TGO,1965,0.043
Togo,TGO,1970,0.035
Togo,TGO,1975,0.035
Togo,TGO,1980,0.055
Togo,TGO,1981,0.049
Togo,TGO,1984,0.117
Togo,TGO,1986,0.085
Togo,TGO,1991,0.088
Togo,TGO,1994,0.056
Togo,TGO,1995,0.076
Togo,TGO,2001,0.057
Togo,TGO,2004,0.045
Togo,TGO,2007,0.049
Togo,TGO,2008,0.058
Togo,TGO,2010,0.053
Tonga,TON,1960,0.375
Tonga,TON,1970,0.256
Tonga,TON,1980,0.362
Tonga,TON,1981,0.602
Tonga,TON,1982,0.6
Tonga,TON,1989,0.492
Tonga,TON,1991,0.508
Tonga,TON,1997,0.44
Tonga,TON,2000,0.499
Tonga,TON,2001,0.356
Tonga,TON,2002,0.303
Tonga,TON,2007,0.563
Tonga,TON,2008,0.554
Tonga,TON,2009,0.599
Tonga,TON,2010,0.558
Trinidad and Tobago,TTO,1960,0.418
Trinidad and Tobago,TTO,1965,0.262
Trinidad and Tobago,TTO,1970,0.445
Trinidad and Tobago,TTO,1975,0.454
Trinidad and Tobago,TTO,1980,0.726
Trinidad and Tobago,TTO,1981,0.673
Trinidad and Tobago,TTO,1984,1.043
Trinidad and Tobago,TTO,1990,0.72
Trinidad and Tobago,TTO,1991,0.732
Trinidad and Tobago,TTO,1993,0.658
Trinidad and Tobago,TTO,1994,0.788
Trinidad and Tobago,TTO,1995,0.943
Trinidad and Tobago,TTO,1996,0.761
Trinidad and Tobago,TTO,1997,0.753
Trinidad and Tobago,TTO,1998,0.939
Trinidad and Tobago,TTO,1999,0.926
Trinidad and Tobago,TTO,2000,1.006
Trinidad and Tobago,TTO,2001,0.97
Trinidad and Tobago,TTO,2002,0.825
Trinidad and Tobago,TTO,2003,0.808
Trinidad and Tobago,TTO,2006,1.222
Trinidad and Tobago,TTO,2007,1.179
Trinidad and Tobago,TTO,2009,1.507
Trinidad and Tobago,TTO,2010,1.809
Trinidad and Tobago,TTO,2011,1.821
Tunisia,TUN,1960,0.1
Tunisia,TUN,1965,0.125
Tunisia,TUN,1970,0.169
Tunisia,TUN,1975,0.169
Tunisia,TUN,1980,0.271
Tunisia,TUN,1981,0.275
Tunisia,TUN,1986,0.461
Tunisia,TUN,1990,0.537
Tunisia,TUN,1991,0.535
Tunisia,TUN,1992,0.593
Tunisia,TUN,1993,0.598
Tunisia,TUN,1994,0.597
Tunisia,TUN,1995,0.654
Tunisia,TUN,1996,0.667
Tunisia,TUN,1997,0.689
Tunisia,TUN,1998,0.718
Tunisia,TUN,1999,0.744
Tunisia,TUN,2000,0.767
Tunisia,TUN,2001,0.794
Tunisia,TUN,2002,0.807
Tunisia,TUN,2003,0.824
Tunisia,TUN,2004,1.331
Tunisia,TUN,2005,0.933
Tunisia,TUN,2007,1.025
Tunisia,TUN,2008,1.108
Tunisia,TUN,2010,1.222
Tunisia,TUN,2014,1.269
Tunisia,TUN,2015,1.289
Turkey,TUR,1960,0.3
Turkey,TUR,1961,0.3
Turkey,TUR,1962,0.4
Turkey,TUR,1963,0.4
Turkey,TUR,1964,0.3
Turkey,TUR,1965,0.4
Turkey,TUR,1966,0.4
Turkey,TUR,1967,0.4
Turkey,TUR,1968,0.4
Turkey,TUR,1969,0.4
Turkey,TUR,1970,0.4
Turkey,TUR,1971,0.5
Turkey,TUR,1972,0.5
Turkey,TUR,1973,0.5
Turkey,TUR,1974,0.5
Turkey,TUR,1975,0.5
Turkey,TUR,1976,0.6
Turkey,TUR,1977,0.6
Turkey,TUR,1978,0.6
Turkey,TUR,1979,0.6
Turkey,TUR,1980,0.6
Turkey,TUR,1981,0.6
Turkey,TUR,1982,0.7
Turkey,TUR,1983,0.7
Turkey,TUR,1984,0.7
Turkey,TUR,1985,0.7
Turkey,TUR,1986,0.7
Turkey,TUR,1987,0.7
Turkey,TUR,1988,0.8
Turkey,TUR,1989,0.9
Turkey,TUR,1990,0.938
Turkey,TUR,1991,0.97
Turkey,TUR,1992,1.021
Turkey,TUR,1993,1.077
Turkey,TUR,1994,1.143
Turkey,TUR,1995,1.185
Turkey,TUR,1996,1.193
Turkey,TUR,1997,1.22
Turkey,TUR,1998,1.261
Turkey,TUR,1999,1.316
Turkey,TUR,2000,1.348
Turkey,TUR,2001,1.399
Turkey,TUR,2002,1.412
Turkey,TUR,2003,1.43
Turkey,TUR,2004,1.45
Turkey,TUR,2005,1.486
Turkey,TUR,2006,1.521
Turkey,TUR,2007,1.559
Turkey,TUR,2008,1.609
Turkey,TUR,2009,1.665
Turkey,TUR,2010,1.707
Turkey,TUR,2011,1.714
Turkey,TUR,2012,1.734
Turkey,TUR,2013,1.755
Turkey,TUR,2014,1.749
Turkmenistan,TKM,1980,2.839
Turkmenistan,TKM,1985,3.304
Turkmenistan,TKM,1986,3.44
Turkmenistan,TKM,1987,3.527
Turkmenistan,TKM,1988,3.55
Turkmenistan,TKM,1989,3.6
Turkmenistan,TKM,1990,3.614
Turkmenistan,TKM,1991,3.673
Turkmenistan,TKM,1992,3.589
Turkmenistan,TKM,1993,3.57
Turkmenistan,TKM,1994,3.535
Turkmenistan,TKM,1995,3.17
Turkmenistan,TKM,1996,3.222
Turkmenistan,TKM,1997,3.171
Turkmenistan,TKM,2002,4.355
Turkmenistan,TKM,2006,2.49
Turkmenistan,TKM,2007,2.438
Turkmenistan,TKM,2010,2.295
Turkmenistan,TKM,2011,2.314
Turkmenistan,TKM,2012,2.279
Turkmenistan,TKM,2013,2.266
Turkmenistan,TKM,2014,2.291
Tuvalu,TUV,2002,0.63
Tuvalu,TUV,2003,1.043
Tuvalu,TUV,2008,1.021
Tuvalu,TUV,2009,1.223
Tuvalu,TUV,2010,1.091
Uganda,UGA,1960,0.074
Uganda,UGA,1965,0.09
Uganda,UGA,1970,0.108
Uganda,UGA,1975,0.108
Uganda,UGA,1981,0.047
Uganda,UGA,1982,0.046
Uganda,UGA,1984,0.044
Uganda,UGA,1989,0.045
Uganda,UGA,1993,0.04
Uganda,UGA,2002,0.047
Uganda,UGA,2004,0.081
Uganda,UGA,2005,0.12
Uganda,UGA,2010,0.117
Uganda,UGA,2015,0.093
Ukraine,UKR,1980,3.515
Ukraine,UKR,1981,3.631
Ukraine,UKR,1982,3.741
Ukraine,UKR,1983,3.82
Ukraine,UKR,1984,3.909
Ukraine,UKR,1985,4.002
Ukraine,UKR,1986,4.06
Ukraine,UKR,1987,4.143
Ukraine,UKR,1988,4.2
Ukraine,UKR,1989,4.275
Ukraine,UKR,1990,4.29
Ukraine,UKR,1991,4.345
Ukraine,UKR,1992,4.297
Ukraine,UKR,1993,4.342
Ukraine,UKR,1994,4.314
Ukraine,UKR,1995,4.407
Ukraine,UKR,1996,2.992
Ukraine,UKR,1997,2.97
Ukraine,UKR,1998,2.99
Ukraine,UKR,1999,2.986
Ukraine,UKR,2000,2.978
Ukraine,UKR,2003,2.951
Ukraine,UKR,2006,3.125
Ukraine,UKR,2010,3.494
Ukraine,UKR,2011,3.495
Ukraine,UKR,2012,3.501
Ukraine,UKR,2013,3.506
Ukraine,UKR,2014,3
United Arab Emirates,ARE,1970,0.909
United Arab Emirates,ARE,1980,1.068
United Arab Emirates,ARE,1984,0.953
United Arab Emirates,ARE,2001,1.81
United Arab Emirates,ARE,2005,1.55
United Arab Emirates,ARE,2007,1.533
United Arab Emirates,ARE,2008,1.929
United Arab Emirates,ARE,2009,1.558
United Arab Emirates,ARE,2010,1.531
United Arab Emirates,ARE,2014,1.558
United Kingdom,GBR,1960,0.8
United Kingdom,GBR,1961,0.9
United Kingdom,GBR,1962,0.9
United Kingdom,GBR,1963,0.9
United Kingdom,GBR,1964,0.9
United Kingdom,GBR,1965,0.9
United Kingdom,GBR,1966,0.9
United Kingdom,GBR,1967,0.9
United Kingdom,GBR,1968,0.9
United Kingdom,GBR,1969,0.9
United Kingdom,GBR,1970,0.9
United Kingdom,GBR,1971,1
United Kingdom,GBR,1972,1
United Kingdom,GBR,1973,1.1
United Kingdom,GBR,1974,1.1
United Kingdom,GBR,1975,1.1
United Kingdom,GBR,1976,1.2
United Kingdom,GBR,1977,1.2
United Kingdom,GBR,1978,1.2
United Kingdom,GBR,1979,1.3
United Kingdom,GBR,1980,1.3
United Kingdom,GBR,1981,1.3
United Kingdom,GBR,1982,1.3
United Kingdom,GBR,1983,1.4
United Kingdom,GBR,1984,1.4
United Kingdom,GBR,1985,1.4
United Kingdom,GBR,1986,1.4
United Kingdom,GBR,1987,1.5
United Kingdom,GBR,1988,1.5
United Kingdom,GBR,1989,1.5
United Kingdom,GBR,1990,1.6
United Kingdom,GBR,1991,1.6
United Kingdom,GBR,1992,1.6
United Kingdom,GBR,1993,1.7
United Kingdom,GBR,1994,1.7
United Kingdom,GBR,1995,1.7
United Kingdom,GBR,1996,1.8
United Kingdom,GBR,1997,2.294
United Kingdom,GBR,1998,1.9
United Kingdom,GBR,1999,1.9
United Kingdom,GBR,2000,1.9
United Kingdom,GBR,2001,2
United Kingdom,GBR,2002,2.3
United Kingdom,GBR,2003,2.2
United Kingdom,GBR,2010,2.697
United Kingdom,GBR,2011,2.745
United Kingdom,GBR,2012,2.757
United Kingdom,GBR,2013,2.778
United Kingdom,GBR,2014,2.806
United Kingdom,GBR,2015,2.807
